locus,rsid,chr,pos,pip,gene,Astro,Sst
rs11076631,rs34373216,16,89537697,0.004687,ANKRD11,1.0913759949207307,0.1269673997014761
rs11076631,rs34414057,16,89629070,0.008247,RPL13,0.023399999365210533,0.014934199634939431
rs11076631,rs34434037,16,89631008,0.01123,RPL13,0.030605713455449966,0.046101999647915365
rs11076631,rs34537363,16,89635400,0.008227,RPL13,0.023399999365210533,0.04289398459544905
rs11076631,rs34607811,16,89593198,0.003578,SPG7,0.023399999365210533,0.039213399473577736
rs11076631,rs34652781,16,89646023,0.002015,CPNE7,0.06536993937555678,0.05220739942789078
rs11076631,rs34665267,16,89857212,0.0007982,FANCA,0.0597999997305757,0.044304199457168576
rs11076631,rs35008606,16,89602028,0.002732,SPG7,0.12563200225018792,0.3534545992016792
rs11076631,rs35176381,16,90062479,0.001061,AFG3L1P,0.024422621445438244,0.011859999710087027
rs11076631,rs35251956,16,89654800,0.0003435,CPNE7,0.03337941165356075,0.033321599747985604
rs11076631,rs35264225,16,89643464,0.004459,CPNE7,0.06100903067561224,0.06819179994612933
rs11076631,rs352935,16,89648580,0.0363,CPNE7,0.03765517139229281,0.07505051886247847
rs11076631,rs35463145,16,89579076,0.01092,SPG7,0.04782959927245974,0.09912819983065128
rs11076631,rs35637261,16,89513782,0.004807,ANKRD11,0.0,0.030384599786251784
rs11076631,rs35696391,16,89597844,0.001659,SPG7,0.035727444319318895,0.04981185734389799
rs11076631,rs35737602,16,89555099,0.005307,ANKRD11,0.04830594022417128,0.04375239960849285
rs11076631,rs35857091,16,89634591,0.007503,RPL13,0.023399999365210533,0.021312374060967296
rs11076631,rs35878298,16,89609694,0.01159,SPG7,0.026287012273905338,0.06379519940912723
rs11076631,rs35987986,16,89576016,0.005831,SPG7,0.041746003537179326,0.36790819880366327
rs11076631,rs36097004,16,89601990,0.002744,SPG7,0.1307446623121578,0.3283743990659714
rs11076631,rs364343,16,89612638,0.0004576,SPG7,0.023399999365210533,0.022035828517640337
rs11076631,rs366576,16,89641181,0.0004032,CPNE7,0.9625823978185654,0.6927403994202613
rs11076631,rs369230,16,89645437,0.001626,CPNE7,0.09364680071547628,0.07168059965223074
rs11076631,rs3743859,16,89846050,0.007296,FANCA,0.027736101484003538,0.04190119941160083
rs11076631,rs3751688,16,89634439,0.007439,RPL13,0.023869878870536047,0.018620276042530613
rs11076631,rs3751690,16,89628621,0.008706,RPL13,0.033027792278403155,0.023869799416512252
rs11076631,rs3751691,16,89628381,0.007737,RPL13,0.03833006060128014,0.016090045902981527
rs11076631,rs377119,16,89641246,0.0004832,CPNE7,0.9086687974855304,0.6833063995242119
rs11076631,rs3785275,16,89842029,0.0007545,FANCA,0.03373953396844309,0.04693859995901584
rs11076631,rs3785276,16,89841793,0.0008144,FANCA,0.03158999914303422,0.05167339988425374
rs11076631,rs3794632,16,89617064,0.01307,SPG7,0.05368235454435262,0.026361799746751784
rs11076631,rs3923714,16,89575608,0.006273,SPG7,0.03780640466834727,0.5341423982381821
rs11076631,rs3935626,16,89592690,0.003224,SPG7,0.023399999365210533,0.06710600012913347
rs11076631,rs397564,16,89656163,0.00116,CPNE7,0.035287199445068834,0.04848719935491681
rs11076631,rs402136,16,89648976,0.000323,CPNE7,0.04746101837668378,0.04645800007879734
rs11076631,rs4129126,16,89561475,0.002068,ANKRD11,0.4224167999625206,0.28232579985260964
rs11076631,rs420332,16,89698752,0.0004909,DPEP1,0.11994840168952942,0.16187319934368133
rs11076631,rs4268748,16,90026512,0.0002648,DEF8,0.04034117633704416,0.07556099925935268
rs11076631,rs4313809,16,89874001,0.0293,FANCA,2.8825524008274077,1.3596352002620697
rs11076631,rs4325552,16,89615453,0.01313,SPG7,0.07525440139696002,0.0784980003349483
rs11076631,rs4395073,16,90002682,0.0002822,TUBB3,0.09757799880951643,0.20208340001106262
rs11076631,rs440729,16,89649635,0.002111,CPNE7,0.06383520032465458,0.04312939982116222
rs11076631,rs4408545,16,90044028,0.001983,AFG3L1P,0.14863680239766836,0.21287019976973534
rs11076631,rs4420527,16,89814188,0.009449,FANCA,0.026797807492213707,0.06461400021985174
rs11076631,rs444964,16,89693190,0.0008514,DPEP1,0.06098040010780096,0.07922779974713921
rs11076631,rs4499232,16,89576507,0.003759,SPG7,0.02858181740645762,0.23492439970374107
rs11076631,rs45446001,16,89865332,0.0002404,FANCA,0.03623404223075573,0.052082799680531026
rs11076631,rs4550447,16,89991599,0.0002575,TUBB3,0.040346906582834484,0.220559799939394
rs11076631,rs455527,16,89644001,0.0003267,CPNE7,0.08522280120104551,0.07342499986290932
rs11076631,rs4558416,16,90002767,0.0004711,TUBB3,0.09935639890283346,0.20048139959573746
rs11076631,rs455868,16,89649675,0.001968,CPNE7,0.06757920022308826,0.044873799927532675
rs11076631,rs456662,16,89638380,0.0003382,CPNE7,0.023399999365210533,0.05920279920101166
rs11076631,rs4575535,16,89559297,0.002598,ANKRD11,0.16487639981508256,0.08579599981755018
rs11076631,rs460105,16,89682006,0.0003745,DPEP1,0.05545609818801769,0.019544399522244932
rs11076631,rs460879,16,89712889,0.0002714,CHMP1A,0.06888959963992237,0.11922439904510974
rs11076631,rs461405,16,89613233,0.0004448,SPG7,0.023524467446940377,0.03759359942004085
rs11076631,rs462314,16,89613530,0.0004542,SPG7,0.04757195901624935,0.05336439963802695
rs11076631,rs462464,16,89613037,0.0004309,SPG7,0.0,0.030463876005770878
rs11076631,rs4625719,16,89991542,0.0002721,TUBB3,0.04326525616411716,0.22775100003182888
rs11076631,rs464274,16,89656631,0.001092,CPNE7,0.10445759944617748,0.07221459975838661
rs11076631,rs464349,16,89656251,0.001155,CPNE7,0.03743999958783388,0.045300999391824005
rs11076631,rs464972,16,89638178,0.0004459,CPNE7,0.03553333236939377,0.07061259941011667
rs11076631,rs4785573,16,89565403,0.002672,RP11-104N10.1,0.341967600107193,0.293824599891901
rs11076631,rs4785580,16,89699528,0.0002558,DPEP1,0.25538760079443457,0.21564699932932854
rs11076631,rs4785581,16,89699664,0.0002589,DPEP1,0.4840524024665356,0.3081713994592428
rs11076631,rs4785595,16,89835521,0.01245,FANCA,0.059141772869927216,0.06461399928852916
rs11076631,rs4785669,16,89516155,0.0008952,ANKRD11,0.026619655297524514,0.029992999646812676
rs11076631,rs4785674,16,89536613,0.002433,ANKRD11,0.053330232129367286,0.05412979972362518
rs11076631,rs4785687,16,89588896,0.001393,SPG7,0.039906486128834455,0.06461399948596955
rs11076631,rs4785711,16,89797946,0.0007563,ZNF276,0.03488727178085934,0.028861942719894382
rs11076631,rs4785712,16,89797954,0.0007547,ZNF276,0.03547261050267584,0.028970039883243894
rs11076631,rs4785713,16,89798098,0.0005979,ZNF276,0.023399999365210533,0.030117599368095396
rs11076631,rs4785721,16,89839997,0.01935,FANCA,0.05407361961626933,0.10900719928741455
rs11076631,rs4785722,16,89863110,0.001388,FANCA,0.06496438246696642,0.06422239956259727
rs11076631,rs4785736,16,89969593,0.001492,TCF25,0.11049480132758617,0.0732113998234272
rs11076631,rs4785741,16,90005453,0.0007742,TUBB3,0.1803672012090683,0.10023179941624404
rs11076631,rs4785746,16,90006179,0.0003473,TUBB3,0.049841999731957916,0.07508040035516024
rs11076631,rs4785751,16,90029417,0.02616,DEF8,0.028049999239066474,0.07961939935386181
rs11076631,rs4785752,16,90035141,0.001969,DEF8,0.0848483996540308,0.08250300025194883
rs11076631,rs4785759,16,90050880,0.0002274,AFG3L1P,0.03751106210731762,0.09912819933891297
rs11076631,rs55660259,16,89491736,0.000317,ANKRD11,0.18565560090541838,0.1511219994276762
rs11076631,rs57775530,16,89629928,0.007044,RPL13,0.023399999365210533,0.02130131831208428
rs11076631,rs58290281,16,89707783,0.0002975,DPEP1,0.23170680183172226,0.2629237988293171
rs11076631,rs60723967,16,89993992,0.0002586,TUBB3,0.15752880077064038,0.09699219964444637
rs11076631,rs60724534,16,89636788,0.001045,-,0.06746430083767109,0.07944139908626675
rs11076631,rs60828994,16,89850677,0.001046,FANCA,0.027401297957962985,0.04035259936004877
rs11076631,rs62052211,16,89980316,0.001574,MC1R,0.023399999365210533,0.02852684165302076
rs11076631,rs62052219,16,90010303,0.0003298,DEF8,0.0690300003439188,0.09382379972189665
rs11076631,rs62052238,16,90022897,0.003989,DEF8,1.2207311927080153,0.7347305999994278
rs11076631,rs62068674,16,89647240,0.0004165,CPNE7,0.06285978901543116,0.035105555183771585
rs11076631,rs62068675,16,89648291,0.0003145,CPNE7,0.023399999365210533,0.04055463883680167
rs11076631,rs62068677,16,89652796,0.0002209,CPNE7,0.0711443942925588,0.04492719963565469
rs11076631,rs6500437,16,89789898,0.001543,ZNF276,0.08662679977715015,0.06892159946262837
rs11076631,rs6500439,16,89808275,0.00803,FANCA,0.023399999365210533,0.04903900000080466
rs11076631,rs6500441,16,89828669,0.008367,FANCA,1.3427387956380845,0.8844285989999772
rs11076631,rs6500442,16,89828862,0.005896,FANCA,1.0322207969427108,0.7174823991060257
rs11076631,rs6500443,16,89833881,0.01095,FANCA,0.044500577828787656,0.063864242240335
rs11076631,rs6500445,16,89834076,0.009384,FANCA,0.023399999365210533,0.048676536017872765
rs11076631,rs6500446,16,89848559,0.004502,FANCA,0.023599999359784983,0.020956027968819683
rs11076631,rs6500447,16,89855169,0.000643,FANCA,0.050834483246254766,0.05599879929795861
rs11076631,rs6500448,16,89855192,0.0006429,FANCA,0.050834483246254766,0.057671999335289
rs11076631,rs6500449,16,89856393,0.007513,FANCA,0.032743749111735575,0.05532239912077785
rs11076631,rs6500450,16,89858024,0.01199,FANCA,0.05396040080487728,0.04382359980791807
rs11076631,rs6500452,16,89858505,0.001047,FANCA,0.12022920107841492,0.06924199983477593
rs11076631,rs6500453,16,89858657,0.00877,FANCA,0.12331800134479999,0.06977599965780973
rs11076631,rs6500455,16,89872445,0.02636,FANCA,0.2328300038278103,0.18305520075559617
rs11076631,rs6500461,16,89943629,0.0002516,TCF25,0.023399999365210533,0.05477059970796108
rs11076631,rs66461358,16,89535257,0.00932,ANKRD11,0.05144171858994873,0.03880399962514639
rs11076631,rs66477884,16,89537487,0.006466,ANKRD11,0.6149051989018917,0.09918159956485033
rs11076631,rs66845605,16,89616790,0.008985,SPG7,0.03945882245898247,0.025364999622106553
rs11076631,rs67643661,16,89615333,0.02884,SPG7,0.05162039963528514,0.06838760014995933
rs11076631,rs67723215,16,89631998,0.002408,RPL13,0.02519999948831705,0.02356991484382395
rs11076631,rs71396923,16,89616725,0.01239,SPG7,0.04441796336880701,0.027928199712187053
rs11076631,rs71396924,16,89616772,0.008319,SPG7,0.04055999889969826,0.025970199659466744
rs11076631,rs7184655,16,89601554,0.002029,SPG7,0.023399999365210533,0.07904979985952378
rs11076631,rs7184956,16,90007034,0.0004814,TUBB3,0.04457445614768759,0.08300140013545751
rs11076631,rs7185371,16,89552560,0.009,ANKRD11,0.04488196635053905,0.06183719961345196
rs11076631,rs7186192,16,89866160,0.0009625,FANCA,0.04377454532818361,0.07013200037926436
rs11076631,rs7187436,16,89845110,0.006655,FANCA,0.03249216826453087,0.07262400011718273
rs11076631,rs7189711,16,89791020,0.001031,ZNF276,0.07576919935643672,0.07698499962687493
rs11076631,rs7190823,16,89866043,0.03456,FANCA,0.043869090802741775,0.07646880035847425
rs11076631,rs7191759,16,89993786,0.0002528,TUBB3,0.16361280116438864,0.08851939947158098
rs11076631,rs7192242,16,89993691,0.0009367,TUBB3,0.13389480107277632,0.07584579971805215
rs11076631,rs7192770,16,90061266,0.005398,AFG3L1P,0.023399999365210533,0.013330221896370252
rs11076631,rs7192801,16,89584185,0.006695,SPG7,0.029458927797220116,0.05345339977368713
rs11076631,rs7193442,16,89570148,0.009577,SPG7,0.02896278991197893,0.08328620001673698
rs11076631,rs7195043,16,90020861,0.00779,DEF8,1.8677880144119263,0.31123299849033353
rs11076631,rs7195066,16,89836323,0.001898,FANCA,0.08578440187871456,0.09870099858194589
rs11076631,rs7195906,16,89806347,0.009464,FANCA,0.023399999365210533,0.029814999729394914
rs11076631,rs7196903,16,89538759,0.005707,ANKRD11,0.06079912594800172,0.07119999971240759
rs11076631,rs7197617,16,89538803,0.004254,ANKRD11,0.05250869463715288,0.06504119969904423
rs11076631,rs7198761,16,90061344,0.003825,AFG3L1P,0.023399999365210533,0.017769727456782545
rs11076631,rs7199291,16,89964383,0.0008773,TCF25,0.10066680159792304,0.12691400007903575
rs11076631,rs7200111,16,89856539,0.0006177,FANCA,0.023399999365210533,0.06502339920774103
rs11076631,rs7201321,16,89847631,0.00643,FANCA,0.04792319920286536,0.042506399493664505
rs11076631,rs7203907,16,89833774,0.0111,FANCA,0.05471908488801418,0.07297999975085258
rs11076631,rs7204569,16,89996354,0.0005719,TUBB3,0.07806240075454116,0.06269159950688481
rs11076631,rs7205053,16,89856763,0.007888,FANCA,0.0331782607793592,0.07956599912792445
rs11076631,rs7205642,16,89907526,0.0007366,SPIRE2,0.06023160010948777,0.03216649720984213
rs11076631,rs7205758,16,90006675,0.0008782,TUBB3,0.058648102688072606,0.10254579932242631
rs11076631,rs72631431,16,89882826,0.001731,FANCA,0.03218301302459958,0.031299999753913184
rs11076631,rs72803358,16,89488261,0.0003025,ANKRD11,0.11433240151777864,0.057582999408245086
rs11076631,rs72805503,16,89582942,0.00709,SPG7,0.087283433597832,0.10464619961380958
rs11076631,rs72805563,16,89663448,0.000347,CPNE7,0.024038181166079912,0.0399318578554136
rs11076631,rs72807524,16,89772734,0.0002199,SPATA2L,0.0403252416245133,0.028533399749547245
rs11076631,rs72813432,16,89964952,0.0003117,TCF25,0.042774193870123996,0.041545199405401946
rs11076631,rs72813442,16,89979052,0.0002996,TCF25,0.05952034894441969,0.035083799354732034
rs11076631,rs72813449,16,89999855,0.0004545,TUBB3,0.06350760064646602,0.09720579967647791
rs11076631,rs72813455,16,90019789,0.0003251,DEF8,0.8825543953180313,0.5807428022623062
rs11076631,rs730264,16,89620148,0.01004,SPG7,0.03439428478124596,0.033697888795728735
rs11076631,rs7359417,16,89616558,0.01386,SPG7,0.06060179702179161,0.032662999644875526
rs11076631,rs754087,16,89649684,0.0002876,CPNE7,0.06842160020023584,0.04526539993286133
rs11076631,rs78004870,16,89882807,0.00202,FANCA,0.033401095183336574,0.03091999968367346
rs11076631,rs8043882,16,89815781,0.008441,FANCA,0.13642200023308396,0.1627988007068634
rs11076631,rs8044125,16,89624574,0.005985,RPL13,0.031199999816165676,0.07082619968801737
rs11076631,rs8044210,16,89857369,0.0009536,FANCA,0.04892727243411657,0.03196879938989878
rs11076631,rs8045232,16,89857548,0.007476,FANCA,0.04512857152874787,0.031250512827899174
rs11076631,rs8045263,16,89580684,0.01301,SPG7,0.029807142048541988,0.03401189548790898
rs11076631,rs8045560,16,89979494,0.001151,MC1R,0.07530119909346103,0.056586199693381786
rs11076631,rs8046243,16,89852133,0.009118,FANCA,0.023648935528670218,0.05758823492119904
rs11076631,rs8047486,16,89854025,0.009645,FANCA,0.06648177901772245,0.07538299902528524
rs11076631,rs8048080,16,89586995,0.006524,SPG7,0.04149600016574065,0.1164287847903541
rs11076631,rs8048449,16,90028106,0.0003641,DEF8,0.05627765272374593,0.05336440009996295
rs11076631,rs8049660,16,89857700,0.0007585,FANCA,0.04011428558138969,0.033863860061985024
rs11076631,rs8051231,16,89862132,0.000585,FANCA,0.050848444040774474,0.04563919959962368
rs11076631,rs8051680,16,89590825,0.005137,SPG7,0.04016842113935996,0.03043799963220954
rs11076631,rs8052103,16,89541243,0.001855,ANKRD11,0.023399999365210533,0.06644520473551668
rs11076631,rs8055825,16,89832848,0.01038,FANCA,0.0628992019817233,0.07509820022433997
rs11076631,rs8059629,16,89633451,0.004384,RPL13,0.03398571431725508,0.04243520002812147
rs11076631,rs8060502,16,89589408,0.001259,SPG7,0.03105818143283779,0.06137440015375614
rs11076631,rs8060848,16,89979959,0.0007734,MC1R,0.023399999365210533,0.03875616736841359
rs11076631,rs8062311,16,90027838,0.0003268,DEF8,0.08466283345185756,0.06683899997919798
rs11076631,rs8062606,16,89399744,0.02388,ANKRD11,0.025692244246602058,0.1003207988962531
rs11076631,rs885268,16,89628870,0.009939,RPL13,0.023399999365210533,0.022410199452191592
rs11076631,rs886950,16,89836872,0.01064,FANCA,0.023399999365210533,0.08497720000892878
rs11076631,rs886951,16,89836865,0.009665,FANCA,0.023399999365210533,0.08503060001879931
rs11076631,rs886952,16,89836781,0.01314,FANCA,0.023399999365210533,0.09111820013076068
rs11076631,rs908951,16,89697625,0.0006707,DPEP1,0.24799320247769355,0.19254260021448136
rs11076631,rs9923733,16,89811196,0.006008,FANCA,0.040389040000226396,0.026219399388879537
rs11076631,rs9925181,16,89881612,0.01904,FANCA,0.03598919915780425,0.09535459975898265
rs11076631,rs9926296,16,89818089,0.001083,FANCA,0.07169234696110445,0.03940919970721007
rs11076631,rs9927089,16,89880258,0.02101,FANCA,0.05690880063548684,0.04388939652382832
rs11076631,rs9927381,16,89873377,0.0328,FANCA,1.905274796962738,1.2257080035209655
rs11076631,rs9927395,16,89873413,0.0406,FANCA,1.9360223956108094,1.2263844037055969
rs11076631,rs9928953,16,89876330,0.03128,FANCA,0.06146792388780812,0.03581359964981675
rs11076631,rs9933901,16,89862982,0.0006465,FANCA,0.08077808156116231,0.06333239954710007
rs11076631,rs9936896,16,90069059,0.001397,DBNDD1,0.028828799217939377,0.008899999782443047
rs11076631,rs9938865,16,89867797,0.01488,FANCA,0.12785760114341974,0.03371319963410497
rs11076631,rs9939756,16,89847521,0.00581,FANCA,0.04796273213874849,0.03766479951888323
rs11076631,rs9941108,16,89794932,0.00191,ZNF276,0.023399999365210533,0.04838039975985885
rs11121172,rs1024197,1,8537058,0.000436,RERE,0.053029869610516284,0.036383199345320465
rs11121172,rs10449318,1,8389894,0.05653,SLC45A1,0.07478639951348305,0.0750270002707839
rs11121172,rs1058619,1,8390495,0.003787,SLC45A1,0.06713634372833889,0.04785310620729455
rs11121172,rs1058766,1,8418650,0.05222,RERE,0.30307679972052576,0.09263119999319315
rs11121172,rs10779701,1,8379626,0.006664,SLC45A1,0.478015201151371,0.09567499992996455
rs11121172,rs10779702,1,8423510,0.03819,RERE,1.7020691952705382,0.5857089971303939
rs11121172,rs10864350,1,8394796,0.004757,SLC45A1,0.04272039536092626,0.016502505291363646
rs11121172,rs10864353,1,8549716,0.0003809,RERE,0.023399999365210533,0.039720370108453334
rs11121172,rs10864354,1,8549741,0.0004396,RERE,0.023399999365210533,0.04072639976814389
rs11121172,rs10864356,1,8569871,0.0003847,RERE,0.04222173798505379,0.04172319950163365
rs11121172,rs1107284,1,8372536,0.0004107,-,0.4267224042713642,0.24140360003709793
rs11121172,rs1107286,1,8372328,0.002267,-,0.25510680116713047,0.2434862012565136
rs11121172,rs11121159,1,8371186,0.0004789,-,1.1673791989088058,0.35379279786348344
rs11121172,rs11121161,1,8379309,0.00707,SLC45A1,0.9666539976596832,0.12896099928021432
rs11121172,rs11121162,1,8379448,0.006686,SLC45A1,0.7899840012788772,0.11297659929841757
rs11121172,rs11121164,1,8381276,0.009857,SLC45A1,0.12888720265030862,0.10535820001363755
rs11121172,rs11121168,1,8406334,0.004647,SLC45A1,0.1056744005382061,0.046297799549996854
rs11121172,rs11121172,1,8418644,0.05496,RERE,0.30214079973101615,0.09323640001565218
rs11121172,rs11121175,1,8435046,0.004501,RERE,0.048604626103201376,0.06292299934104086
rs11121172,rs11121181,1,8477006,0.001575,RERE,0.2627820026576519,0.08065179839357733
rs11121172,rs11121186,1,8540341,0.0003823,RERE,0.02831696125714085,0.04355659945309162
rs11121172,rs11121194,1,8569906,0.0003625,RERE,0.04222173798505379,0.03871499951556325
rs11121172,rs11121199,1,8600192,0.0003652,RERE,0.02986829202410167,0.2803500017672777
rs11121172,rs11581328,1,8507773,0.0007275,RERE,0.1169516545882033,0.10407659847289324
rs11121172,rs11583580,1,8381159,0.03329,SLC45A1,0.17437680201232433,0.1304740000963211
rs11121172,rs11584036,1,8387463,0.04512,SLC45A1,0.07942816832850516,0.08819899921864272
rs11121172,rs11585805,1,8383778,0.03803,SLC45A1,0.09285119926184415,0.04228033518923415
rs11121172,rs116024147,1,8387069,0.001278,SLC45A1,0.07782840008288622,0.22741279980540274
rs11121172,rs12023132,1,8476420,0.001638,RERE,0.30574440079927445,0.13572499918937683
rs11121172,rs12038661,1,8398834,0.004066,SLC45A1,0.054670270733736655,0.05204719941318035
rs11121172,rs12039434,1,8399193,0.004119,SLC45A1,0.0,0.02693855613086027
rs11121172,rs12045438,1,8485904,0.002284,RERE,0.062383613459171115,0.051014799252152444
rs11121172,rs12046643,1,8547866,0.0003692,RERE,0.032926481320217194,0.07942359979450703
rs11121172,rs12047377,1,8493933,0.001112,RERE,0.0478729249413357,0.06516579940915107
rs11121172,rs12095124,1,8482032,0.001708,RERE,0.054419748265953624,0.05968340040370822
rs11121172,rs12131864,1,8591162,0.0003987,RERE,0.08386560173332691,0.45381100234389304
rs11121172,rs12132135,1,8382607,0.04088,SLC45A1,0.585046795964241,0.25493160012364385
rs11121172,rs12142465,1,8390054,0.05033,SLC45A1,0.07703279982507229,0.07792839982360601
rs11121172,rs12143547,1,8391251,0.01114,SLC45A1,0.09294479902833701,0.06660759938508272
rs11121172,rs12402088,1,8401588,0.0004902,SLC45A1,0.07979400090128183,0.06760439956188202
rs11121172,rs12565834,1,8390246,0.06659,SLC45A1,0.07890480131655932,0.08301920016109944
rs11121172,rs12567722,1,8460503,0.001893,RERE,0.45892079865932467,0.12897879967093467
rs11121172,rs12724979,1,8542700,0.0004373,RERE,0.029579821156022812,0.032075599577277895
rs11121172,rs12754538,1,8473813,0.002384,RERE,0.04142349808143729,0.04864739948511124
rs11121172,rs13596,1,8421203,0.03425,RERE,0.5176547977328301,0.19539059928059577
rs11121172,rs1463049,1,8597108,0.0003534,RERE,0.056063504309691106,0.13693540006130933
rs11121172,rs1463050,1,8597042,0.0003517,RERE,0.05254144253036411,0.12002540012449026
rs11121172,rs1463051,1,8596893,0.0003534,RERE,0.05963225745325608,0.10519799991697074
rs11121172,rs1466654,1,8375913,0.005419,SLC45A1,0.09636979596499277,0.023372403210587245
rs11121172,rs1466655,1,8375842,0.003225,SLC45A1,0.05715517255466902,0.019138345564890625
rs11121172,rs1467013,1,8377828,0.006502,SLC45A1,0.10600200086459517,0.0938415997698903
rs11121172,rs1473496,1,8390051,0.02056,SLC45A1,0.07693919982016087,0.07794619982689618
rs11121172,rs1473497,1,8390008,0.05616,SLC45A1,0.07853039990365505,0.07737659981101751
rs11121172,rs159960,1,8476428,0.003859,RERE,0.30312360054254534,0.13556479915976524
rs11121172,rs159961,1,8484228,0.02847,RERE,0.023399999365210533,0.07759019905328751
rs11121172,rs159962,1,8490983,0.02431,RERE,0.08227440207451582,0.05313299975916743
rs11121172,rs159963,1,8504421,0.001215,RERE,0.03168486427717112,0.03789619947597384
rs11121172,rs172531,1,8495590,0.03567,RERE,0.036316799595952035,0.08358879971504211
rs11121172,rs1763838,1,8473331,0.0248,RERE,0.05657671375378762,0.0856357998996973
rs11121172,rs1763839,1,8473336,0.02612,RERE,0.056466367083095,0.0847101998925209
rs11121172,rs1844583,1,8383469,0.02856,SLC45A1,0.10810800094157458,0.07413699938356877
rs11121172,rs1884352,1,8537289,0.0006341,RERE,0.03896240868931075,0.04729459935799241
rs11121172,rs1889853,1,8415290,0.003284,RERE,0.06533154420204611,0.09891459988057613
rs11121172,rs1889854,1,8415235,0.003555,RERE,0.06220102091604958,0.09649379958212376
rs11121172,rs2024774,1,8570456,0.0004449,RERE,0.023399999365210533,0.038323399305343626
rs11121172,rs2120461,1,8447722,0.02524,RERE,0.049313126296373994,0.06824519980698823
rs11121172,rs2252865,1,8422676,0.03909,RERE,1.2117923965454103,0.7984902023077011
rs11121172,rs2289731,1,8390888,0.003977,SLC45A1,0.07739601729734413,0.052543887357136054
rs11121172,rs2292242,1,8385059,0.02337,SLC45A1,0.1308060003966093,0.2058569994568825
rs11121172,rs2305016,1,8395441,0.0004636,SLC45A1,0.1703052015453577,0.08850159923359752
rs11121172,rs2401092,1,8367247,0.0004921,-,0.25871040174365045,0.12703859974443912
rs11121172,rs2636314,1,8440643,0.001463,RERE,0.08241480059921741,0.059772399313747886
rs11121172,rs2661863,1,8452725,0.01907,RERE,0.06378839928284287,0.05975459938496351
rs11121172,rs2661868,1,8469789,0.00113,RERE,0.10202400212734938,0.046066399388015274
rs11121172,rs2708625,1,8476455,0.0004611,RERE,0.29343600061535835,0.1352443991303444
rs11121172,rs2708628,1,8450448,0.001204,RERE,0.08784360021352768,0.09806020013988018
rs11121172,rs2708630,1,8447404,0.02669,RERE,0.042945882673649224,0.05927399934083223
rs11121172,rs2708631,1,8463510,0.001401,RERE,0.8242415945529937,0.7098639990091324
rs11121172,rs2708632,1,8464509,0.02135,RERE,0.2932956025004387,0.2638137994706631
rs11121172,rs2708633,1,8439625,0.02247,RERE,0.19206720170378686,0.06297639952972531
rs11121172,rs2748456,1,8466750,0.001243,RERE,0.12425400260090828,0.11278079940378666
rs11121172,rs2784737,1,8463176,0.02126,RERE,0.39265200014412405,0.40559079897403716
rs11121172,rs2784738,1,8466217,0.001284,RERE,0.4380948008596897,0.19629839825630188
rs11121172,rs2784739,1,8497558,0.0008399,RERE,0.12921479891985654,0.04202579955756664
rs11121172,rs2784740,1,8501057,0.0007031,RERE,0.0345292673559814,0.018545431018745537
rs11121172,rs301789,1,8469337,0.02518,RERE,0.06708691774262425,0.10501999938488006
rs11121172,rs301790,1,8469284,0.02662,RERE,0.05832361723366544,0.10222539958357811
rs11121172,rs301791,1,8468372,0.024,RERE,0.03673255751667501,0.03854879473960663
rs11121172,rs301792,1,8468278,0.02973,RERE,0.04596229112286983,0.031936344851451706
rs11121172,rs301795,1,8467353,0.02661,RERE,0.17016479870676995,0.09578180031478405
rs11121172,rs301796,1,8466730,0.02654,RERE,0.12373920238018035,0.11256719954311847
rs11121172,rs301797,1,8487323,0.02845,RERE,0.035544303540564794,0.043449800115078686
rs11121172,rs301798,1,8488565,0.03962,RERE,0.039801207953484394,0.054681599609553815
rs11121172,rs301799,1,8489302,0.004896,RERE,0.03140279965102673,0.05578520005941391
rs11121172,rs301801,1,8495945,0.03364,RERE,0.0401277107983289,0.05411199998855591
rs11121172,rs301802,1,8497307,0.004385,RERE,0.11896559856832027,0.05672859995439648
rs11121172,rs301803,1,8498680,0.01965,RERE,0.05570442407532076,0.053720399554818866
rs11121172,rs301805,1,8481016,0.01141,RERE,0.2716740020215511,0.050498599387705324
rs11121172,rs301806,1,8482078,0.007945,RERE,0.05476386598585283,0.054165400069206955
rs11121172,rs301807,1,8484823,0.009119,RERE,0.04370212717417707,0.05833059951290488
rs11121172,rs301808,1,8486341,0.02843,RERE,0.09285120037198066,0.041509599585086106
rs11121172,rs301814,1,8510577,0.0004169,RERE,1.15450919175148,0.971025604069233
rs11121172,rs301816,1,8505058,0.001582,RERE,0.11007360247522592,0.08086539949849247
rs11121172,rs301817,1,8503379,0.003441,RERE,0.023399999365210533,0.04738359987363219
rs11121172,rs301818,1,8503242,0.01987,RERE,0.023399999365210533,0.02945899970084429
rs11121172,rs301819,1,8501786,0.004086,RERE,0.023399999365210533,0.014345661749782627
rs11121172,rs302714,1,8486131,0.03179,RERE,0.08209663946103274,0.0518869995996356
rs11121172,rs302719,1,8490320,0.0245,RERE,0.04314960021525621,0.08490599919855595
rs11121172,rs35835152,1,8507576,0.0007053,RERE,0.14545440196990966,0.1204347984045744
rs11121172,rs35865480,1,8603777,0.0003641,RERE,0.04497480061277747,0.09489180037379265
rs11121172,rs3765971,1,8445360,0.02326,RERE,0.10090080023556948,0.044624599445611236
rs11121172,rs3795310,1,8431607,0.01873,RERE,0.04133060194372413,0.04101119961962104
